serial_no,floor_level,zone_id,date,time,ta,ta_runningAverage,tg,tg_runningAverage,rh,rh_runningAverage,a_s,a_s_runningAverage
416C1935,30,8,2019-05-15,10:10:00,22.52,22.52,23.09,23.09,46,46,0.01,0.01
416C1935,30,8,2019-05-16,12:50:00,22.24,22.38,22.99,23.04,55,50.5,0.022,0.016
416C1935,30,8,2019-05-16,12:55:00,22.39,22.38333333,23.11,23.06333333,54,51.66666667,0.038,0.02333333333
416C1935,30,8,2019-05-16,13:00:00,22.52,22.4175,23.17,23.09,54,52.25,0.038,0.027
416C1935,30,8,2019-05-16,13:05:00,22.65,22.464,23.25,23.122,53,52.4,0.039,0.0294
416C1935,30,8,2019-05-16,13:10:00,22.73,22.50833333,23.31,23.15333333,52,52.33333333,0.036,0.0305
416C1935,30,8,2019-05-16,13:15:00,22.84,22.55571429,23.4,23.18857143,51,52.14285714,0.014,0.02814285714
416C1935,30,8,2019-05-16,13:20:00,22.92,22.60125,23.41,23.21625,51,52,0.059,0.032
416C1935,30,8,2019-05-16,13:25:00,22.97,22.64222222,23.49,23.24666667,50,51.77777778,0.037,0.03255555556
416C1935,30,8,2019-05-16,13:30:00,23.02,22.68,23.51,23.273,50,51.6,0.035,0.0328
416C1935,30,8,2019-05-16,13:35:00,23.09,22.71727273,23.57,23.3,49,51.36363636,0.039,0.03336363636
416C1935,30,8,2019-05-16,13:40:00,23.12,22.75083333,23.6,23.325,49,51.16666667,0.028,0.03291666667
416C1935,30,8,2019-05-16,13:45:00,23.17,22.78307692,23.63,23.34846154,49,51,0.014,0.03146153846
416C1935,30,8,2019-05-16,13:50:00,23.2,22.81285714,23.67,23.37142857,48,50.78571429,0.018,0.0305
416C1935,30,8,2019-05-16,13:55:00,23.25,22.842,23.69,23.39266667,48,50.6,0.026,0.0302
416C1935,30,8,2019-05-16,14:00:00,23.25,22.8675,23.67,23.41,48,50.4375,0.024,0.0298125
416C1935,30,8,2019-05-16,14:05:00,23.28,22.89176471,23.7,23.42705882,48,50.29411765,0.022,0.02935294118
416C1935,30,8,2019-05-16,14:10:00,23.3,22.91444444,23.73,23.44388889,47,50.11111111,0.027,0.02922222222
416C1935,30,8,2019-05-16,14:15:00,23.33,22.93631579,23.75,23.46,47,49.94736842,0.053,0.03047368421
416C1935,30,8,2019-05-16,14:20:00,23.35,22.957,23.71,23.4725,47,49.8,0.046,0.03125
416C1935,30,8,2019-05-16,14:20:00,23.35,22.97571429,23.71,23.48380952,47,49.66666667,0.046,0.03195238095
416C1935,30,8,2019-05-16,14:25:00,23.37,22.99363636,23.74,23.49545455,47,49.54545455,0.026,0.03168181818
416C1935,30,8,2019-05-16,14:30:00,23.34,23.00869565,23.74,23.50608696,47,49.43478261,0.051,0.03252173913
416C1935,30,8,2019-05-16,14:35:00,23.31,23.02125,23.71,23.51458333,47,49.33333333,0.057,0.03354166667
416C1935,30,8,2019-05-16,14:40:00,23.37,23.0352,23.73,23.5232,47,49.24,0.04,0.0338
416C1935,30,8,2019-05-16,14:45:00,23.4,23.04923077,23.74,23.53153846,46,49.11538462,0.035,0.03384615385
416C1935,30,8,2019-05-16,14:50:00,23.39,23.06185185,23.71,23.53814815,46,49,0.072,0.03525925926
416C1935,30,8,2019-05-16,14:55:00,23.39,23.07357143,23.7,23.54392857,46,48.89285714,0.065,0.03632142857
416C1935,30,8,2019-05-16,15:00:00,23.36,23.08344828,23.68,23.54862069,46,48.79310345,0.071,0.03751724138
416C1935,30,8,2019-05-16,15:05:00,23.35,23.09233333,23.68,23.553,45,48.66666667,0.076,0.0388
416C1935,30,8,2019-05-16,15:10:00,23.34,23.10032258,23.67,23.55677419,45,48.5483871,0.062,0.0395483871
416C1935,30,8,2019-05-16,15:15:00,23.35,23.108125,23.69,23.5609375,45,48.4375,0.063,0.04028125
416C1935,30,8,2019-05-16,15:20:00,23.35,23.11545455,23.68,23.56454545,45,48.33333333,0.064,0.041
416C1935,30,8,2019-05-16,15:25:00,23.34,23.12205882,23.66,23.56735294,45,48.23529412,0.056,0.04144117647
416C1935,30,8,2019-05-16,15:30:00,23.37,23.12914286,23.63,23.56914286,45,48.14285714,0.064,0.04208571429
416C1935,30,8,2019-05-16,15:35:00,23.36,23.13555556,23.58,23.56944444,44,48.02777778,0.064,0.04269444444
416C1935,30,8,2019-05-16,15:40:00,23.34,23.14108108,23.61,23.57054054,44,47.91891892,0.052,0.04294594595
416C1935,30,8,2019-05-16,15:45:00,23.34,23.14631579,23.59,23.57105263,44,47.81578947,0.064,0.0435
416C1935,30,8,2019-05-16,15:50:00,23.33,23.15102564,23.57,23.57102564,44,47.71794872,0.058,0.04387179487
416C1935,30,8,2019-05-16,15:55:00,23.33,23.1555,23.58,23.57125,44,47.625,0.045,0.0439
416C1935,30,8,2019-05-16,16:00:00,23.34,23.16,23.6,23.57195122,45,47.56097561,0.06,0.04429268293
416C1935,30,8,2019-05-16,16:05:00,23.3,23.16333333,23.53,23.57095238,45,47.5,0.049,0.0444047619
416C1935,30,8,2019-05-16,16:10:00,23.25,23.16534884,23.48,23.56883721,45,47.44186047,0.058,0.04472093023
416C1935,30,8,2019-05-16,16:15:00,23.27,23.16772727,23.54,23.56818182,45,47.38636364,0.027,0.04431818182
416C1935,30,8,2019-05-16,16:20:00,23.28,23.17022222,23.59,23.56866667,45,47.33333333,0.031,0.04402222222
416C1935,30,8,2019-05-16,16:25:00,23.3,23.17304348,23.6,23.56934783,45,47.2826087,0.061,0.04439130435
416C1935,30,8,2019-05-16,16:30:00,23.3,23.17574468,23.62,23.57042553,46,47.25531915,0.046,0.04442553191
416C1935,30,8,2019-05-16,16:35:00,23.3,23.17833333,23.59,23.57083333,46,47.22916667,0.045,0.0444375
416C1935,30,8,2019-05-16,16:40:00,23.26,23.18,23.49,23.56918367,46,47.20408163,0.036,0.04426530612
416C1935,30,8,2019-05-16,16:45:00,23.19,23.1802,23.39,23.5656,46,47.18,0.051,0.0444
416C1935,30,8,2019-05-16,16:50:00,23.17,23.18,23.39,23.56215686,46,47.15686275,0.056,0.04462745098
416C1935,30,8,2019-05-16,16:55:00,23.17,23.17980769,23.43,23.55961538,46,47.13461538,0.045,0.04463461538
416C1935,30,8,2019-05-16,16:55:00,23.17,23.17962264,23.43,23.55716981,46,47.11320755,0.045,0.04464150943
416C1935,30,8,2019-05-16,17:00:00,23.18,23.17962963,23.46,23.55537037,47,47.11111111,0.044,0.04462962963
416C1935,30,8,2019-05-16,17:05:00,23.19,23.17981818,23.45,23.55345455,47,47.10909091,0.025,0.04427272727
416C1935,30,8,2019-05-16,17:10:00,23.2,23.18017857,23.47,23.55196429,47,47.10714286,0.027,0.04396428571
416C1935,30,8,2019-05-16,17:15:00,23.21,23.18070175,23.45,23.55017544,47,47.10526316,0.051,0.0440877193
416C1935,30,8,2019-05-16,17:20:00,23.19,23.18086207,23.42,23.54793103,47,47.10344828,0.062,0.04439655172
416C1935,30,8,2019-05-16,17:25:00,23.16,23.18050847,23.41,23.54559322,47,47.10169492,0.027,0.04410169492
416C1935,30,8,2019-05-16,17:30:00,23.13,23.17966667,23.39,23.543,47,47.1,0.042,0.04406666667
416C1935,30,8,2019-05-16,17:35:00,23.11,23.17852459,23.32,23.53934426,47,47.09836066,0.038,0.04396721311
416C1935,30,8,2019-05-16,17:40:00,23.1,23.17725806,23.26,23.53483871,47,47.09677419,0.06,0.04422580645
416C1935,30,8,2019-05-16,17:45:00,23.07,23.17555556,23.22,23.52984127,47,47.0952381,0.04,0.04415873016
416C1935,30,8,2019-05-16,17:50:00,23.05,23.17359375,23.21,23.52484375,47,47.09375,0.04,0.04409375
416C1935,30,8,2019-05-16,17:55:00,23.03,23.17138462,23.2,23.51984615,47,47.09230769,0.025,0.0438
416C1935,30,8,2019-05-16,18:00:00,22.99,23.16863636,23.13,23.51393939,47,47.09090909,0.034,0.04365151515
416C1935,30,8,2019-05-16,18:05:00,22.94,23.16522388,23.07,23.50731343,47,47.08955224,0.041,0.0436119403
416C1935,30,8,2019-05-16,18:10:00,22.91,23.16147059,23.06,23.50073529,47,47.08823529,0.033,0.04345588235
416C1935,30,8,2019-05-16,18:15:00,22.87,23.15724638,22.72,23.48942029,47,47.08695652,0.041,0.04342028986
416C1935,30,8,2019-05-16,18:20:00,22.85,23.15285714,22.99,23.48228571,47,47.08571429,0.042,0.0434
416C1935,30,8,2019-05-16,18:25:00,22.79,23.14774648,22.92,23.4743662,48,47.09859155,0.06,0.04363380282
416C1935,30,8,2019-05-16,18:30:00,22.74,23.14208333,22.85,23.46569444,48,47.11111111,0.046,0.04366666667
416C1935,30,8,2019-05-16,18:35:00,22.72,23.13630137,22.88,23.45767123,48,47.12328767,0.027,0.04343835616
416C1935,30,8,2019-05-16,18:40:00,22.68,23.13013514,22.81,23.44891892,48,47.13513514,0.051,0.04354054054
416C1935,30,8,2019-05-16,18:45:00,22.67,23.124,22.85,23.44093333,48,47.14666667,0.022,0.04325333333
416C1935,30,8,2019-05-16,18:50:00,22.65,23.11776316,22.86,23.43328947,48,47.15789474,0.019,0.04293421053
416C1935,30,8,2019-05-16,18:55:00,22.62,23.1112987,22.84,23.42558442,48,47.16883117,0.024,0.04268831169
416C1935,30,8,2019-05-16,19:00:00,22.62,23.105,22.81,23.41769231,48,47.17948718,0.025,0.04246153846
416C1935,30,8,2019-05-16,19:05:00,22.58,23.09835443,22.73,23.40898734,49,47.20253165,0.034,0.04235443038
416C1935,30,8,2019-05-16,19:10:00,22.57,23.09175,22.66,23.399625,49,47.225,0.034,0.04225
416C1935,30,8,2019-05-16,19:15:00,22.58,23.0854321,22.8,23.39222222,49,47.24691358,0.025,0.04203703704
416C1935,30,8,2019-05-16,19:20:00,22.63,23.07987805,22.93,23.38658537,49,47.26829268,0.023,0.04180487805
416C1935,30,8,2019-05-16,19:25:00,22.65,23.0746988,22.94,23.38120482,49,47.28915663,0.028,0.04163855422
416C1935,30,8,2019-05-16,19:30:00,22.69,23.07011905,23.01,23.37678571,49,47.30952381,0.016,0.04133333333
416C1935,30,8,2019-05-16,19:35:00,22.73,23.06611765,23.07,23.37317647,50,47.34117647,0.015,0.04102352941
416C1935,30,8,2019-05-16,19:40:00,22.77,23.06267442,23.12,23.37023256,50,47.37209302,0.015,0.04072093023
416C1935,30,8,2019-05-16,19:45:00,22.79,23.05954023,23.13,23.36747126,50,47.40229885,0.015,0.04042528736
416C1935,30,8,2019-05-16,19:50:00,22.81,23.05670455,23.16,23.36511364,51,47.44318182,0.015,0.04013636364
416C1935,30,8,2019-05-16,19:55:00,22.84,23.05426966,23.17,23.36292135,51,47.48314607,0.015,0.03985393258
416C1935,30,8,2019-05-16,20:00:00,22.85,23.052,23.16,23.36066667,51,47.52222222,0.015,0.03957777778
416C1935,30,8,2019-05-16,20:05:00,22.88,23.05010989,23.19,23.35879121,51,47.56043956,0.022,0.03938461538
416C1935,30,8,2019-05-16,20:10:00,22.89,23.04836957,23.2,23.35706522,51,47.59782609,0.016,0.03913043478
416C1935,30,8,2019-05-16,20:15:00,22.9,23.04677419,23.18,23.35516129,51,47.6344086,0.017,0.03889247312
416C1935,30,8,2019-05-16,20:20:00,22.91,23.04531915,23.19,23.35340426,51,47.67021277,0.016,0.03864893617
416C1935,30,8,2019-05-16,20:25:00,22.93,23.04410526,23.21,23.35189474,51,47.70526316,0.018,0.03843157895
416C1935,30,8,2019-05-16,20:30:00,22.95,23.043125,23.2,23.3503125,51,47.73958333,0.018,0.03821875
416C1935,30,8,2019-05-16,20:35:00,22.95,23.04216495,23.24,23.34917526,52,47.78350515,0.016,0.03798969072
416C1935,30,8,2019-05-16,20:40:00,22.96,23.04132653,23.23,23.34795918,52,47.82653061,0.017,0.0377755102
416C1935,30,8,2019-05-16,20:45:00,22.96,23.04050505,23.21,23.34656566,52,47.86868687,0.016,0.03755555556
416C1935,30,8,2019-05-16,20:50:00,22.97,23.0398,23.23,23.3454,52,47.91,0.015,0.03733
416C1935,30,8,2019-05-16,20:55:00,22.98,23.03920792,23.24,23.34435644,52,47.95049505,0.015,0.03710891089
416C1935,30,8,2019-05-16,21:00:00,22.98,23.03862745,23.23,23.34323529,52,47.99019608,0.016,0.03690196078
416C1935,30,8,2019-05-16,21:05:00,22.99,23.03815534,23.23,23.34213592,52,48.02912621,0.016,0.03669902913
416C1935,30,8,2019-05-16,21:10:00,23,23.03778846,23.24,23.34115385,52,48.06730769,0.015,0.03649038462
416C1935,30,8,2019-05-16,21:15:00,23,23.03742857,23.25,23.34028571,52,48.1047619,0.016,0.0362952381
416C1935,30,8,2019-05-16,21:20:00,23.01,23.03716981,23.25,23.33943396,52,48.14150943,0.018,0.03612264151
416C1935,30,8,2019-05-16,21:25:00,23.01,23.03691589,23.25,23.33859813,51,48.1682243,0.02,0.03597196262
416C1935,30,8,2019-05-16,21:30:00,23.01,23.03666667,23.26,23.33787037,51,48.19444444,0.019,0.03581481481
416C1935,30,8,2019-05-16,21:35:00,23.02,23.03651376,23.27,23.33724771,51,48.22018349,0.018,0.03565137615
416C1935,30,8,2019-05-16,21:40:00,23.03,23.03645455,23.27,23.33663636,51,48.24545455,0.018,0.03549090909
416C1935,30,8,2019-05-16,21:45:00,23.04,23.03648649,23.29,23.33621622,51,48.27027027,0.017,0.03532432432
416C1935,30,8,2019-05-16,21:50:00,23.04,23.03651786,23.27,23.335625,51,48.29464286,0.016,0.03515178571
416C1935,30,8,2019-05-16,21:55:00,23.04,23.03654867,23.28,23.33513274,51,48.31858407,0.016,0.03498230088
416C1935,30,8,2019-05-16,22:00:00,23.06,23.03675439,23.28,23.33464912,51,48.34210526,0.016,0.03481578947
416C1935,30,8,2019-05-16,22:05:00,23.05,23.03686957,23.29,23.33426087,51,48.36521739,0.016,0.03465217391
416C1935,30,8,2019-05-16,22:10:00,23.05,23.03698276,23.29,23.33387931,51,48.38793103,0.016,0.03449137931
416C1935,30,8,2019-05-16,22:15:00,23.06,23.03717949,23.29,23.33350427,51,48.41025641,0.016,0.03433333333
416C1935,30,8,2019-05-16,22:20:00,23.05,23.03728814,23.27,23.3329661,51,48.43220339,0.016,0.0341779661
416C1935,30,8,2019-05-16,22:25:00,23.05,23.03739496,23.29,23.33260504,51,48.45378151,0.016,0.03402521008
416C1935,30,8,2019-05-16,22:30:00,23.04,23.03741667,23.27,23.33208333,51,48.475,0.016,0.033875
416C1935,30,8,2019-05-16,22:35:00,23.04,23.03743802,23.28,23.33165289,51,48.49586777,0.016,0.03372727273
416C1935,30,8,2019-05-16,22:40:00,23.05,23.03754098,23.28,23.33122951,51,48.51639344,0.016,0.03358196721
416C1935,30,8,2019-05-16,22:45:00,23.06,23.03772358,23.29,23.33089431,51,48.53658537,0.016,0.03343902439
416C1935,30,8,2019-05-16,22:50:00,23.07,23.03798387,23.29,23.33056452,51,48.55645161,0.016,0.0332983871
416C1935,30,8,2019-05-16,22:55:00,23.07,23.03824,23.29,23.33024,51,48.576,0.017,0.033168
416C1935,30,8,2019-05-16,23:00:00,23.07,23.03849206,23.28,23.32984127,51,48.5952381,0.017,0.03303968254
416C1935,30,8,2019-05-16,23:05:00,23.07,23.03874016,23.29,23.32952756,51,48.61417323,0.017,0.03291338583
416C1935,30,8,2019-05-16,23:10:00,23.06,23.03890625,23.29,23.32921875,51,48.6328125,0.017,0.0327890625
416C1935,30,8,2019-05-16,23:15:00,23.05,23.03899225,23.29,23.32891473,51,48.65116279,0.017,0.03266666667
416C1935,30,8,2019-05-16,23:20:00,23.06,23.03915385,23.29,23.32861538,51,48.66923077,0.017,0.03254615385
416C1935,30,8,2019-05-16,23:25:00,23.05,23.03923664,23.27,23.32816794,51,48.6870229,0.017,0.03242748092
416C1935,30,8,2019-05-16,23:30:00,23.06,23.03939394,23.28,23.32780303,51,48.70454545,0.017,0.03231060606
416C1935,30,8,2019-05-16,23:35:00,23.05,23.03947368,23.29,23.3275188,51,48.72180451,0.017,0.03219548872
416C1935,30,8,2019-05-16,23:40:00,23.05,23.03955224,23.29,23.32723881,51,48.73880597,0.017,0.03208208955
416C1935,30,8,2019-05-16,23:45:00,23.07,23.03977778,23.28,23.32688889,51,48.75555556,0.017,0.03197037037
416C1935,30,8,2019-05-16,23:50:00,23.06,23.03992647,23.29,23.32661765,51,48.77205882,0.017,0.03186029412
416C1935,30,8,2019-05-16,23:55:00,23.05,23.04,23.28,23.32627737,51,48.78832117,0.017,0.03175182482
416C1935,30,8,2019-05-17,00:00:00,23.05,23.04007246,23.29,23.32601449,51,48.80434783,0.017,0.03164492754
416C1935,30,8,2019-05-17,00:05:00,23.05,23.04014388,23.27,23.32561151,51,48.82014388,0.017,0.03153956835
416C1935,30,8,2019-05-17,00:10:00,23.06,23.04028571,23.27,23.32521429,51,48.83571429,0.017,0.03143571429
416C1935,30,8,2019-05-17,00:15:00,23.07,23.04049645,23.27,23.3248227,51,48.85106383,0.018,0.03134042553
416C1935,30,8,2019-05-17,00:20:00,23.04,23.04049296,23.25,23.32429577,51,48.86619718,0.017,0.03123943662
416C1935,30,8,2019-05-17,00:25:00,23.04,23.04048951,23.26,23.32384615,51,48.88111888,0.018,0.03114685315
416C1935,30,8,2019-05-17,00:30:00,23.04,23.04048611,23.25,23.32333333,51,48.89583333,0.017,0.03104861111
416C1935,30,8,2019-05-17,00:35:00,23.02,23.04034483,23.25,23.32282759,51,48.91034483,0.017,0.03095172414
416C1935,30,8,2019-05-17,00:40:00,23.02,23.04020548,23.24,23.32226027,51,48.92465753,0.017,0.03085616438
416C1935,30,8,2019-05-17,00:45:00,23.02,23.04006803,23.25,23.32176871,51,48.93877551,0.017,0.03076190476
416C1935,30,8,2019-05-17,00:50:00,23.02,23.03993243,23.23,23.32114865,51,48.9527027,0.018,0.03067567568
416C1935,30,8,2019-05-17,00:55:00,23.01,23.03973154,23.22,23.3204698,51,48.96644295,0.017,0.03058389262
416C1935,30,8,2019-05-17,01:00:00,23,23.03946667,23.22,23.3198,51,48.98,0.017,0.03049333333
416C1935,30,8,2019-05-17,01:05:00,23,23.0392053,23.22,23.31913907,51,48.99337748,0.017,0.03040397351
416C1935,30,8,2019-05-17,01:10:00,22.99,23.03888158,23.22,23.31848684,51,49.00657895,0.017,0.03031578947
416C1935,30,8,2019-05-17,01:15:00,22.98,23.03849673,23.22,23.31784314,51,49.01960784,0.018,0.03023529412
416C1935,30,8,2019-05-17,01:20:00,22.98,23.03811688,23.22,23.31720779,51,49.03246753,0.018,0.03015584416
416C1935,30,8,2019-05-17,01:25:00,22.98,23.03774194,23.22,23.31658065,51,49.04516129,0.018,0.03007741935
416C1935,30,8,2019-05-17,01:30:00,22.99,23.0374359,23.2,23.31583333,51,49.05769231,0.018,0.03
416C1935,30,8,2019-05-17,01:35:00,22.98,23.03707006,23.2,23.31509554,51,49.07006369,0.018,0.02992356688
416C1935,30,8,2019-05-17,01:40:00,22.97,23.03664557,23.19,23.3143038,51,49.08227848,0.017,0.02984177215
416C1935,30,8,2019-05-17,01:45:00,22.98,23.03628931,23.17,23.31339623,51,49.09433962,0.018,0.0297672956
416C1935,30,8,2019-05-17,01:50:00,22.96,23.0358125,23.17,23.3125,51,49.10625,0.018,0.02969375
416C1935,30,8,2019-05-17,01:55:00,22.95,23.0352795,23.17,23.31161491,51,49.11801242,0.017,0.02961490683
416C1935,30,8,2019-05-17,02:00:00,22.96,23.03481481,23.2,23.31092593,51,49.12962963,0.018,0.02954320988
416C1935,30,8,2019-05-17,02:05:00,22.95,23.03429448,23.17,23.31006135,51,49.14110429,0.017,0.02946625767
416C1935,30,8,2019-05-17,02:10:00,22.94,23.03371951,23.17,23.30920732,51,49.15243902,0.018,0.02939634146
416C1935,30,8,2019-05-17,02:15:00,22.94,23.03315152,23.16,23.30830303,51,49.16363636,0.018,0.02932727273
416C1935,30,8,2019-05-17,02:20:00,22.93,23.03253012,23.14,23.30728916,51,49.1746988,0.017,0.02925301205
416C1935,30,8,2019-05-17,02:25:00,22.93,23.03191617,23.16,23.30640719,51,49.18562874,0.018,0.02918562874
416C1935,30,8,2019-05-17,02:30:00,22.93,23.03130952,23.17,23.30559524,51,49.19642857,0.017,0.02911309524
416C1935,30,8,2019-05-17,02:35:00,22.93,23.03071006,23.16,23.30473373,51,49.20710059,0.018,0.02904733728
416C1935,30,8,2019-05-17,02:40:00,22.92,23.03005882,23.16,23.30388235,51,49.21764706,0.018,0.02898235294
416C1935,30,8,2019-05-17,02:45:00,22.91,23.02935673,23.15,23.30298246,51,49.22807018,0.017,0.0289122807
416C1935,30,8,2019-05-17,02:50:00,22.91,23.02866279,23.13,23.30197674,51,49.23837209,0.018,0.02884883721
416C1935,30,8,2019-05-17,02:55:00,22.91,23.02797688,23.14,23.30104046,51,49.24855491,0.018,0.02878612717
416C1935,30,8,2019-05-17,03:00:00,22.92,23.02735632,23.14,23.30011494,51,49.25862069,0.018,0.02872413793
416C1935,30,8,2019-05-17,03:05:00,22.9,23.02662857,23.14,23.2992,51,49.26857143,0.018,0.02866285714
416C1935,30,8,2019-05-17,03:10:00,22.9,23.02590909,23.14,23.29829545,51,49.27840909,0.018,0.02860227273
416C1935,30,8,2019-05-17,03:15:00,22.89,23.02514124,23.11,23.29723164,51,49.28813559,0.018,0.02854237288
416C1935,30,8,2019-05-17,03:20:00,22.9,23.0244382,23.13,23.29629213,51,49.29775281,0.018,0.02848314607
416C1935,30,8,2019-05-17,03:25:00,22.89,23.02368715,23.09,23.29513966,51,49.30726257,0.018,0.02842458101
416C1935,30,8,2019-05-17,03:30:00,22.89,23.02294444,23.11,23.29411111,51,49.31666667,0.018,0.02836666667
416C1935,30,8,2019-05-17,03:35:00,22.88,23.0221547,23.12,23.29314917,51,49.32596685,0.018,0.02830939227
416C1935,30,8,2019-05-17,03:40:00,22.88,23.02137363,23.12,23.2921978,51,49.33516484,0.019,0.02825824176
416C1935,30,8,2019-05-17,03:45:00,22.88,23.02060109,23.11,23.29120219,51,49.3442623,0.018,0.02820218579
416C1935,30,8,2019-05-17,03:50:00,22.87,23.01978261,23.09,23.2901087,51,49.35326087,0.018,0.02814673913
416C1935,30,8,2019-05-17,03:55:00,22.88,23.01902703,23.09,23.28902703,51,49.36216216,0.018,0.02809189189
416C1935,30,8,2019-05-17,04:00:00,22.88,23.01827957,23.1,23.28801075,51,49.37096774,0.019,0.02804301075
416C1935,30,8,2019-05-17,04:05:00,22.86,23.01743316,23.1,23.28700535,51,49.37967914,0.018,0.02798930481
416C1935,30,8,2019-05-17,04:10:00,22.86,23.01659574,23.08,23.28590426,51,49.38829787,0.018,0.02793617021
416C1935,30,8,2019-05-17,04:15:00,22.85,23.01571429,23.08,23.28481481,51,49.3968254,0.018,0.02788359788
416C1935,30,8,2019-05-17,04:20:00,22.84,23.01478947,23.07,23.28368421,51,49.40526316,0.018,0.02783157895
416C1935,30,8,2019-05-17,04:25:00,22.84,23.01387435,23.07,23.28256545,51,49.41361257,0.019,0.02778534031
416C1935,30,8,2019-05-17,04:30:00,22.84,23.01296875,23.07,23.28145833,51,49.421875,0.019,0.02773958333
416C1935,30,8,2019-05-17,04:30:00,22.84,23.01207254,23.07,23.28036269,51,49.43005181,0.019,0.02769430052
416C1935,30,8,2019-05-17,04:35:00,22.84,23.01118557,23.08,23.2793299,51,49.43814433,0.019,0.02764948454
416C1935,30,8,2019-05-17,04:40:00,22.83,23.01025641,23.06,23.27820513,51,49.44615385,0.019,0.02760512821
416C1935,30,8,2019-05-17,04:45:00,22.84,23.00938776,23.05,23.27704082,51,49.45408163,0.018,0.02755612245
416C1935,30,8,2019-05-17,04:50:00,22.81,23.00837563,23.03,23.2757868,51,49.46192893,0.018,0.02750761421
416C1935,30,8,2019-05-17,04:55:00,22.8,23.00732323,23.03,23.27454545,51,49.46969697,0.019,0.02746464646
416C1935,30,8,2019-05-17,05:00:00,22.8,23.00628141,23.02,23.27326633,51,49.47738693,0.018,0.02741708543
416C1935,30,8,2019-05-17,05:05:00,22.8,23.00525,23.01,23.27195,51,49.485,0.018,0.02737
416C1935,30,8,2019-05-17,05:10:00,22.8,23.00422886,23.01,23.27064677,51,49.49253731,0.019,0.02732835821
416C1935,30,8,2019-05-17,05:15:00,22.79,23.00316832,22.99,23.26925743,51,49.5,0.018,0.02728217822
416C1935,30,8,2019-05-17,05:20:00,22.79,23.00211823,23.01,23.2679803,51,49.50738916,0.019,0.02724137931
416C1935,30,8,2019-05-17,05:25:00,22.78,23.00102941,23,23.26666667,51,49.51470588,0.019,0.02720098039
416C1935,30,8,2019-05-17,05:30:00,22.77,22.99990244,22.97,23.26521951,51,49.52195122,0.018,0.02715609756
416C1935,30,8,2019-05-17,05:35:00,22.77,22.99878641,22.97,23.26378641,51,49.52912621,0.019,0.02711650485
416C1935,30,8,2019-05-17,05:40:00,22.77,22.99768116,23,23.26251208,51,49.53623188,0.019,0.02707729469
416C1935,30,8,2019-05-17,05:45:00,22.76,22.99653846,23,23.26125,51,49.54326923,0.019,0.02703846154
416C1935,30,8,2019-05-17,05:50:00,22.75,22.99535885,22.99,23.25995215,51,49.55023923,0.018,0.02699521531
416C1935,30,8,2019-05-17,05:55:00,22.75,22.99419048,22.96,23.25852381,51,49.55714286,0.019,0.02695714286
416C1935,30,8,2019-05-17,06:00:00,22.75,22.99303318,22.96,23.257109,51,49.56398104,0.018,0.02691469194
416C1935,30,8,2019-05-17,06:05:00,22.74,22.99183962,22.96,23.25570755,51,49.57075472,0.018,0.02687264151
416C1935,30,8,2019-05-17,06:10:00,22.73,22.99061033,22.95,23.2542723,51,49.57746479,0.019,0.02683568075
416C1935,30,8,2019-05-17,06:15:00,22.73,22.98939252,22.96,23.2528972,51,49.58411215,0.018,0.02679439252
416C1935,30,8,2019-05-17,06:20:00,22.72,22.98813953,22.94,23.25144186,51,49.59069767,0.018,0.02675348837
416C1935,30,8,2019-05-17,06:25:00,22.72,22.98689815,22.94,23.25,51,49.59722222,0.019,0.02671759259
416C1935,30,8,2019-05-17,06:30:00,22.72,22.9856682,22.94,23.24857143,51,49.60368664,0.019,0.02668202765
416C1935,30,8,2019-05-17,06:35:00,22.71,22.98440367,22.93,23.24711009,51,49.61009174,0.018,0.02664220183
416C1935,30,8,2019-05-17,06:40:00,22.73,22.98324201,22.93,23.2456621,51,49.61643836,0.019,0.02660730594
416C1935,30,8,2019-05-17,06:45:00,22.71,22.982,22.92,23.24418182,51,49.62272727,0.018,0.02656818182
416C1935,30,8,2019-05-17,06:50:00,22.7,22.98072398,22.92,23.24271493,51,49.62895928,0.02,0.02653846154
416C1935,30,8,2019-05-17,06:55:00,22.69,22.97941441,22.91,23.24121622,51,49.63513514,0.02,0.02650900901
416C1935,30,8,2019-05-17,07:00:00,22.66,22.97798206,22.85,23.23946188,51,49.64125561,0.037,0.02655605381
416C1935,30,8,2019-05-17,07:05:00,22.63,22.97642857,22.82,23.23758929,51,49.64732143,0.023,0.02654017857
416C1935,30,8,2019-05-17,07:10:00,22.6,22.97475556,22.79,23.2356,51,49.65333333,0.03,0.02655555556
416C1935,30,8,2019-05-17,07:15:00,22.58,22.97300885,22.78,23.23358407,51,49.65929204,0.033,0.0265840708
416C1935,30,8,2019-05-17,07:20:00,22.54,22.97110132,22.77,23.23154185,51,49.66519824,0.025,0.02657709251
416C1935,30,8,2019-05-17,07:25:00,22.53,22.96916667,22.76,23.22947368,51,49.67105263,0.022,0.02655701754
416C1935,30,8,2019-05-17,07:30:00,22.5,22.9671179,22.71,23.22720524,51,49.6768559,0.029,0.02656768559
416C1935,30,8,2019-05-17,07:35:00,22.49,22.96504348,22.69,23.22486957,51,49.6826087,0.024,0.02655652174
416C1935,30,8,2019-05-17,07:40:00,22.44,22.96277056,22.66,23.22242424,51,49.68831169,0.039,0.02661038961
